COUNT:5
NX101
1|tahir hussain|0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
1|tahir hussain|0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
NX202
0||0||0||0||0||0||
1|jon don|0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
NX303
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
NX404
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
NX505
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
0||0||0||0||0||0||
